Run,Assay Type,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,AvgSpotLen,Bases,Bytes,Library Name,Host,Collection_Date,BioSampleModel,isolate,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,strain,collected_by,lat_lon,host_disease,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),sample_name,sample_type,AssemblyName,INSDC_center_name,REA,Description,external_id,Submitter_Id,passage_history,samp_size,identified_by,lab_host,common_name
ERR2747601,WGS,SAMEA104093399,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760655,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093399,ERP021867,PRJEB19799,250,338679500,156168717,DN483689J:G1,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757292,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747602,WGS,SAMEA104093400,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760656,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093400,ERP021867,PRJEB19799,250,63973250,21348436,DN483689J:H1,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757293,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747603,WGS,SAMEA104093401,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760657,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093401,ERP021867,PRJEB19799,250,139871000,58944943,DN483689J:A2,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757294,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747604,WGS,SAMEA104093402,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760658,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093402,ERP021867,PRJEB19799,250,90938750,35527477,DN483689J:B2,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757295,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747605,WGS,SAMEA104093403,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760659,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093403,ERP021867,PRJEB19799,250,126900500,37155142,DN483689J:C2,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757296,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747606,WGS,SAMEA104093404,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760660,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093404,ERP021867,PRJEB19799,250,211069250,89789158,DN483689J:D2,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757297,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747607,WGS,SAMEA104093405,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760661,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093405,ERP021867,PRJEB19799,250,193846250,86069097,DN483689J:E2,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757298,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747608,WGS,SAMEA104093406,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760662,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093406,ERP021867,PRJEB19799,250,109516750,33692155,DN483689J:F2,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757299,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747609,WGS,SAMEA104093382,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760663,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093382,ERP021867,PRJEB19799,250,54545250,21510373,DN483689J:G2,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757275,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747610,WGS,SAMEA104093383,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760664,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093383,ERP021867,PRJEB19799,250,63786000,26242115,DN483689J:H2,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757276,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747611,WGS,SAMEA104093384,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760665,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093384,ERP021867,PRJEB19799,250,33924750,12919826,DN483689J:A3,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757277,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747612,WGS,SAMEA104093385,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760666,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093385,ERP021867,PRJEB19799,250,43180000,15883440,DN483689J:B3,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757278,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747613,WGS,SAMEA104093386,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760667,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093386,ERP021867,PRJEB19799,250,90493250,37646394,DN483689J:C3,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757279,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747614,WGS,SAMEA104093387,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760668,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093387,ERP021867,PRJEB19799,250,100433750,31517144,DN483689J:D3,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757280,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747615,WGS,SAMEA104093388,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760669,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093388,ERP021867,PRJEB19799,250,152517750,65939872,DN483689J:E3,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757281,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747616,WGS,SAMEA104093389,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760670,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093389,ERP021867,PRJEB19799,250,55981000,23475946,DN483689J:F3,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757282,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747617,WGS,SAMEA104093390,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760671,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093390,ERP021867,PRJEB19799,250,484900750,199803545,DN483689J:G3,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757283,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747618,WGS,SAMEA104093391,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760672,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093391,ERP021867,PRJEB19799,250,50771750,16252686,DN483689J:H3,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757284,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747619,WGS,SAMEA104093392,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760673,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093392,ERP021867,PRJEB19799,250,285372750,117711260,DN483689J:A4,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757285,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747620,WGS,SAMEA104093393,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760674,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093393,ERP021867,PRJEB19799,250,68675250,28837318,DN483689J:B4,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757286,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747621,WGS,SAMEA104093394,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760675,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093394,ERP021867,PRJEB19799,250,322189250,146104961,DN483689J:C4,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757287,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747622,WGS,SAMEA104093395,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760676,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093395,ERP021867,PRJEB19799,250,429070000,180911360,DN483689J:D4,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757288,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747623,WGS,SAMEA104093396,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760677,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093396,ERP021867,PRJEB19799,250,70149250,22769184,DN483689J:E4,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757289,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747624,WGS,SAMEA104093397,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760678,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093397,ERP021867,PRJEB19799,250,47148000,18428619,DN483689J:F4,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757290,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747625,WGS,SAMEA104093407,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760679,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093407,ERP021867,PRJEB19799,250,62918500,20806211,DN483689J:G4,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757300,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747626,WGS,SAMEA104093408,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760680,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093408,ERP021867,PRJEB19799,250,164697250,69062411,DN483689J:H4,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757301,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747627,WGS,SAMEA104093409,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760681,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093409,ERP021867,PRJEB19799,250,84178000,26381098,DN483689J:A5,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757302,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747628,WGS,SAMEA104093410,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760682,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093410,ERP021867,PRJEB19799,250,55697500,16250400,DN483689J:B5,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757303,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747629,WGS,SAMEA104093411,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760683,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093411,ERP021867,PRJEB19799,250,135954500,51019316,DN483689J:C5,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757304,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747630,WGS,SAMEA104093412,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760684,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093412,ERP021867,PRJEB19799,250,150840250,46221132,DN483689J:D5,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757305,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747631,WGS,SAMEA104093413,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760685,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093413,ERP021867,PRJEB19799,250,109643750,37046029,DN483689J:E5,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757306,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747632,WGS,SAMEA104093414,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760686,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093414,ERP021867,PRJEB19799,250,147119500,37878060,DN483689J:F5,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757307,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747633,WGS,SAMEA104093415,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760687,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093415,ERP021867,PRJEB19799,250,125700500,39379879,DN483689J:G5,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757308,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747634,WGS,SAMEA104093416,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760688,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093416,ERP021867,PRJEB19799,250,108995500,34504545,DN483689J:H5,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757309,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747635,WGS,SAMEA104093417,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760689,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093417,ERP021867,PRJEB19799,250,109784500,32598079,DN483689J:A6,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757310,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747636,WGS,SAMEA104093418,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760690,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093418,ERP021867,PRJEB19799,250,125641250,38268083,DN483689J:B6,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757311,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747637,WGS,SAMEA104093419,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760691,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093419,ERP021867,PRJEB19799,250,99372500,40705386,DN483689J:C6,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757312,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747638,WGS,SAMEA104093420,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760692,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093420,ERP021867,PRJEB19799,250,90898750,30317280,DN483689J:D6,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757313,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747639,WGS,SAMEA104093421,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760693,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093421,ERP021867,PRJEB19799,250,199791500,49887170,DN483689J:E6,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757314,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747640,WGS,SAMEA104093422,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760694,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093422,ERP021867,PRJEB19799,250,123471750,35465742,DN483689J:F6,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757315,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747641,WGS,SAMEA104093423,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760695,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093423,ERP021867,PRJEB19799,250,77619250,28058299,DN483689J:G6,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757316,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747642,WGS,SAMEA104093424,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760696,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093424,ERP021867,PRJEB19799,250,90930500,25843730,DN483689J:H6,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757317,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747643,WGS,SAMEA104093425,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760697,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093425,ERP021867,PRJEB19799,250,127115250,35738849,DN483689J:A7,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757318,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747644,WGS,SAMEA104093426,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760698,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093426,ERP021867,PRJEB19799,250,111665250,34957222,DN483689J:B7,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757319,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747645,WGS,SAMEA104093427,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760699,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093427,ERP021867,PRJEB19799,250,187014500,78783924,DN483689J:C7,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757320,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747646,WGS,SAMEA104093428,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760700,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093428,ERP021867,PRJEB19799,250,137172250,44158813,DN483689J:D7,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757321,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747647,WGS,SAMEA104093429,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760701,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093429,ERP021867,PRJEB19799,250,90429500,29776184,DN483689J:E7,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757322,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747648,WGS,SAMEA104093430,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760702,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093430,ERP021867,PRJEB19799,250,82375250,23168719,DN483689J:F7,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757323,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2747649,WGS,SAMEA104093431,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2760703,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis AF2122/97,ILLUMINA,2018-08-22T00:00:00Z,SAMEA104093431,ERP021867,PRJEB19799,250,103827750,30047772,DN483689J:G7,,,,,,,,,,,,,2018-08-21,2018-11-16,ERS1757324,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
